pl_name,ra,dec,st_dist,x,y,z
Kepler-287 c,290.927458,48.443550,856.33,,,
Kepler-288 b,288.916426,39.594717,1236.21,,,
Kepler-288 c,288.916426,39.594717,1236.21,,,
Kepler-288 d,288.916426,39.594717,1236.21,,,
Kepler-289 b,297.465344,42.882850,700.00,,,
Kepler-289 c,297.465344,42.882850,700.00,,,
Kepler-289 d,297.465344,42.882850,700.00,,,
Kepler-29 b,298.348324,47.491226,851.90,,,
Kepler-29 c,298.348324,47.491226,851.90,,,
Kepler-290 b,286.409984,42.681553,708.55,,,
Kepler-290 c,286.409984,42.681553,708.55,,,
Kepler-291 b,287.916357,42.437302,1884.37,,,
Kepler-291 c,287.916357,42.437302,1884.37,,,
Kepler-292 b,295.766145,42.424288,1087.23,,,
Kepler-292 c,295.766145,42.424288,1087.23,,,
Kepler-292 d,295.766145,42.424288,1087.23,,,
Kepler-292 e,295.766145,42.424288,1087.23,,,
Kepler-292 f,295.766145,42.424288,1087.23,,,
Kepler-293 b,286.358057,42.406509,1002.51,,,
Kepler-293 c,286.358057,42.406509,1002.51,,,
Kepler-294 b,287.392009,46.059312,1411.62,,,
Kepler-294 c,287.392009,46.059312,1411.62,,,
Kepler-295 b,285.345843,45.367786,1787.33,,,
Kepler-295 c,285.345843,45.367786,1787.33,,,
Kepler-295 d,285.345843,45.367786,1787.33,,,
Kepler-296 b,286.540008,49.437326,226.00,,,
Kepler-296 c,286.540008,49.437326,226.00,,,
Kepler-296 d,286.540008,49.437326,226.00,,,
Kepler-296 e,286.540008,49.437326,226.00,,,
Kepler-296 f,286.540008,49.437326,226.00,,,
Kepler-297 b,283.209159,48.777645,706.21,,,
Kepler-297 c,283.209159,48.777645,706.21,,,
Kepler-298 b,283.039792,48.825359,525.98,,,
Kepler-298 c,283.039792,48.825359,525.98,,,
Kepler-298 d,283.039792,48.825359,525.98,,,
Kepler-299 b,283.206964,48.580502,1084.89,,,
Kepler-299 c,283.206964,48.580502,1084.89,,,
Kepler-299 d,283.206964,48.580502,1084.89,,,
Kepler-299 e,283.206964,48.580502,1084.89,,,
Kepler-30 b,285.283636,38.947281,938.33,,,
Kepler-30 c,285.283636,38.947281,938.33,,,
Kepler-30 d,285.283636,38.947281,938.33,,,
Kepler-300 b,295.288694,48.599720,1134.23,,,
Kepler-300 c,295.288694,48.599720,1134.23,,,
Kepler-301 b,283.982968,49.232990,734.31,,,
Kepler-301 c,283.982968,49.232990,734.31,,,
Kepler-301 d,283.982968,49.232990,734.31,,,
Kepler-302 b,294.316985,43.629345,1459.64,,,
Kepler-302 c,294.316985,43.629345,1459.64,,,
Kepler-303 b,283.135465,43.657055,211.01,,,
Kepler-303 c,283.135465,43.657055,211.01,,,
Kepler-304 b,294.441763,40.557587,440.12,,,
Kepler-304 c,294.441763,40.557587,440.12,,,
Kepler-304 d,294.441763,40.557587,440.12,,,
Kepler-304 e,294.441763,40.557587,440.12,,,
Kepler-305 b,299.224311,40.343182,889.64,,,
Kepler-305 c,299.224311,40.343182,889.64,,,
Kepler-305 d,299.224311,40.343182,889.64,,,
Kepler-305 e,299.224311,40.343182,889.64,,,
Kepler-306 b,288.538671,40.616140,793.00,,,
Kepler-306 c,288.538671,40.616140,793.00,,,
Kepler-306 d,288.538671,40.616140,793.00,,,
Kepler-306 e,288.538671,40.616140,793.00,,,
Kepler-307 b,297.795132,40.417703,585.27,,,
Kepler-307 c,297.795132,40.417703,585.27,,,
Kepler-308 b,295.785154,40.439550,1384.30,,,
Kepler-308 c,295.785154,40.439550,1384.30,,,
Kepler-309 b,297.509851,46.961281,553.20,,,
Kepler-309 c,297.509851,46.961281,553.20,,,
Kepler-31 b,294.023014,45.853081,1747.58,,,
Kepler-31 c,294.023014,45.853081,1747.58,,,
Kepler-31 d,294.023014,45.853081,1747.58,,,
Kepler-310 b,288.839363,46.986744,612.87,,,
Kepler-310 c,288.839363,46.986744,612.87,,,
Kepler-310 d,288.839363,46.986744,612.87,,,
Kepler-311 b,282.061290,47.085491,796.53,,,
Kepler-311 c,282.061290,47.085491,796.53,,,
Kepler-312 b,298.395772,42.459756,816.22,,,
Kepler-312 c,298.395772,42.459756,816.22,,,
Kepler-313 b,298.294935,48.775459,1079.40,,,
Kepler-313 c,298.294935,48.775459,1079.40,,,
Kepler-314 b,294.674114,42.075588,270.97,,,
Kepler-314 c,294.674114,42.075588,270.97,,,
Kepler-315 b,298.023104,43.363522,1199.50,,,
Kepler-315 c,298.023104,43.363522,1199.50,,,
Kepler-316 b,290.826023,44.184109,389.22,,,
Kepler-316 c,290.826023,44.184109,389.22,,,
Kepler-317 b,294.943885,39.032062,965.85,,,
Kepler-317 c,294.943885,39.032062,965.85,,,
Kepler-318 b,298.482828,46.793617,496.14,,,
Kepler-318 c,298.482828,46.793617,496.14,,,
Kepler-319 b,288.811943,39.770658,510.83,,,
Kepler-319 c,288.811943,39.770658,510.83,,,
Kepler-319 d,288.811943,39.770658,510.83,,,
Kepler-32 b,297.842398,46.574281,326.85,,,
Kepler-32 c,297.842398,46.574281,326.85,,,
Kepler-32 d,297.842398,46.574281,326.85,,,
Kepler-32 e,297.842398,46.574281,326.85,,,
Kepler-32 f,297.842398,46.574281,326.85,,,
Kepler-320 b,293.213548,46.175125,846.74,,,
Kepler-320 c,293.213548,46.175125,846.74,,,
Kepler-321 b,294.453674,44.145756,388.83,,,
Kepler-321 c,294.453674,44.145756,388.83,,,
Kepler-322 b,281.348824,44.295242,405.16,,,
Kepler-322 c,281.348824,44.295242,405.16,,,
Kepler-323 b,291.382240,38.127473,460.80,,,
Kepler-323 c,291.382240,38.127473,460.80,,,
Kepler-324 b,286.471473,49.649021,508.94,,,
Kepler-324 c,286.471473,49.649021,508.94,,,
Kepler-325 b,289.835434,49.825626,843.12,,,
Kepler-325 c,289.835434,49.825626,843.12,,,
Kepler-325 d,289.835434,49.825626,843.12,,,
Kepler-326 b,294.325546,46.002254,494.30,,,
Kepler-326 c,294.325546,46.002254,494.30,,,
Kepler-326 d,294.325546,46.002254,494.30,,,
Kepler-327 b,292.642372,44.087673,243.68,,,
Kepler-327 c,292.642372,44.087673,243.68,,,
Kepler-327 d,292.642372,44.087673,243.68,,,
Kepler-328 b,295.809289,40.008503,2354.42,,,
Kepler-328 c,295.809289,40.008503,2354.42,,,
Kepler-329 b,299.268042,45.227428,445.20,,,
Kepler-329 c,299.268042,45.227428,445.20,,,
Kepler-33 b,289.077548,46.005222,1252.84,,,
Kepler-33 c,289.077548,46.005222,1252.84,,,
Kepler-33 d,289.077548,46.005222,1252.84,,,
Kepler-33 e,289.077548,46.005222,1252.84,,,
Kepler-33 f,289.077548,46.005222,1252.84,,,
Kepler-330 b,288.447375,44.801685,732.46,,,
Kepler-330 c,288.447375,44.801685,732.46,,,
Kepler-331 b,291.834328,39.307358,589.63,,,
Kepler-331 c,291.834328,39.307358,589.63,,,
Kepler-331 d,291.834328,39.307358,589.63,,,
Kepler-332 b,286.662964,47.413700,347.65,,,
Kepler-332 c,286.662964,47.413700,347.65,,,
Kepler-332 d,286.662964,47.413700,347.65,,,
Kepler-333 b,292.286069,40.913584,327.47,,,
Kepler-333 c,292.286069,40.913584,327.47,,,
Kepler-334 b,287.140668,47.115196,431.86,,,
Kepler-334 c,287.140668,47.115196,431.86,,,
Kepler-334 d,287.140668,47.115196,431.86,,,
Kepler-335 b,296.064311,45.428623,1327.48,,,
Kepler-335 c,296.064311,45.428623,1327.48,,,
Kepler-336 b,290.237643,41.331370,2331.54,,,
Kepler-336 c,290.237643,41.331370,2331.54,,,
Kepler-336 d,290.237643,41.331370,2331.54,,,
Kepler-337 b,290.060490,47.163956,691.41,,,
Kepler-337 c,290.060490,47.163956,691.41,,,
Kepler-338 b,282.978956,40.784347,561.69,,,
Kepler-338 c,282.978956,40.784347,561.69,,,
Kepler-338 d,282.978956,40.784347,561.69,,,
Kepler-338 e,282.978956,40.784347,561.69,,,
Kepler-339 b,293.351712,48.444641,627.67,,,
Kepler-339 c,293.351712,48.444641,627.67,,,
Kepler-339 d,293.351712,48.444641,627.67,,,
Kepler-34 b,296.435821,44.641560,1499.00,,,
Kepler-340 b,295.933477,40.300570,827.41,,,
Kepler-340 c,295.933477,40.300570,827.41,,,
Kepler-341 b,289.861576,43.472775,1079.46,,,
Kepler-341 c,289.861576,43.472775,1079.46,,,
Kepler-341 d,289.861576,43.472775,1079.46,,,
Kepler-341 e,289.861576,43.472775,1079.46,,,
Kepler-342 b,292.678083,46.726715,799.59,,,
Kepler-342 c,292.678083,46.726715,799.59,,,
Kepler-342 d,292.678083,46.726715,799.59,,,
Kepler-342 e,292.678083,46.726715,799.59,,,
Kepler-343 b,291.960684,42.433006,952.34,,,
Kepler-343 c,291.960684,42.433006,952.34,,,
Kepler-344 b,292.499645,46.324406,1032.08,,,
Kepler-344 c,292.499645,46.324406,1032.08,,,
Kepler-345 b,295.228802,45.971020,362.46,,,
Kepler-345 c,295.228802,45.971020,362.46,,,
Kepler-346 b,288.011911,46.117607,1012.42,,,
Kepler-346 c,288.011911,46.117607,1012.42,,,
Kepler-347 b,289.199596,49.305717,1349.45,,,
Kepler-347 c,289.199596,49.305717,1349.45,,,
Kepler-348 b,297.255050,40.548373,580.20,,,
Kepler-348 c,297.255050,40.548373,580.20,,,
Kepler-349 b,293.676480,44.615578,966.63,,,
Kepler-349 c,293.676480,44.615578,966.63,,,
Kepler-35 b,294.496978,46.689762,1645.00,,,
Kepler-350 b,285.419606,39.706107,983.79,,,
Kepler-350 c,285.419606,39.706107,983.79,,,
Kepler-350 d,285.419606,39.706107,983.79,,,
Kepler-351 b,286.452706,42.657879,1117.85,,,
Kepler-351 c,286.452706,42.657879,1117.85,,,
Kepler-351 d,286.452706,42.657879,1117.85,,,
Kepler-352 b,299.896521,46.051975,254.59,,,
Kepler-352 c,299.896521,46.051975,254.59,,,
Kepler-353 b,296.856633,41.758180,388.92,,,
Kepler-353 c,296.856633,41.758180,388.92,,,
Kepler-354 b,285.751452,41.335640,562.96,,,
Kepler-354 c,285.751452,41.335640,562.96,,,
Kepler-354 d,285.751452,41.335640,562.96,,,
Kepler-355 b,285.799457,42.811783,1493.70,,,
Kepler-355 c,285.799457,42.811783,1493.70,,,
Kepler-356 b,292.421077,37.682819,722.14,,,
Kepler-356 c,292.421077,37.682819,722.14,,,
Kepler-357 b,291.243104,44.008720,702.21,,,
Kepler-357 c,291.243104,44.008720,702.21,,,
Kepler-357 d,291.243104,44.008720,702.21,,,
Kepler-358 b,293.230225,48.281376,1136.10,,,
Kepler-358 c,293.230225,48.281376,1136.10,,,
Kepler-359 b,293.293635,42.196354,1502.22,,,
Kepler-359 c,293.293635,42.196354,1502.22,,,
Kepler-359 d,293.293635,42.196354,1502.22,,,
Kepler-36 b,291.250191,49.231827,470.00,,,
Kepler-36 c,291.250191,49.231827,470.00,,,
Kepler-360 b,286.284731,44.781555,898.61,,,
Kepler-360 c,286.284731,44.781555,898.61,,,
Kepler-361 b,296.803453,46.741154,955.76,,,
Kepler-361 c,296.803453,46.741154,955.76,,,
Kepler-362 b,291.771639,47.529903,1123.91,,,
Kepler-362 c,291.771639,47.529903,1123.91,,,
Kepler-363 b,283.192081,41.305393,779.76,,,
Kepler-363 c,283.192081,41.305393,779.76,,,
Kepler-363 d,283.192081,41.305393,779.76,,,
Kepler-364 b,281.569933,47.398697,915.02,,,
Kepler-364 c,281.569933,47.398697,915.02,,,
Kepler-365 b,295.626598,49.130436,950.00,,,
Kepler-365 c,295.626598,49.130436,950.00,,,
Kepler-366 b,296.852042,49.084446,1959.31,,,
Kepler-366 c,296.852042,49.084446,1959.31,,,
Kepler-367 b,297.292418,49.981632,189.05,,,
Kepler-367 c,297.292418,49.981632,189.05,,,
Kepler-368 b,291.880046,45.387936,788.30,,,
Kepler-368 c,291.880046,45.387936,788.30,,,
Kepler-369 b,293.674235,47.908467,260.32,,,
Kepler-369 c,293.674235,47.908467,260.32,,,
Kepler-37 b,284.059660,44.518131,64.04,,,
Kepler-37 c,284.059660,44.518131,64.04,,,
Kepler-37 d,284.059660,44.518131,64.04,,,
Kepler-37 e,284.059660,44.518131,64.04,,,
Kepler-370 b,292.171121,40.916306,1207.64,,,
Kepler-370 c,292.171121,40.916306,1207.64,,,
Kepler-371 b,292.326464,38.657588,832.54,,,
Kepler-371 c,292.326464,38.657588,832.54,,,
Kepler-372 b,291.256195,49.258953,1561.17,,,
Kepler-372 c,291.256195,49.258953,1561.17,,,
Kepler-372 d,291.256195,49.258953,1561.17,,,
Kepler-373 b,289.387993,50.597050,1125.74,,,
Kepler-373 c,289.387993,50.597050,1125.74,,,
Kepler-374 b,294.137930,42.370502,1312.67,,,
Kepler-374 c,294.137930,42.370502,1312.67,,,
Kepler-374 d,294.137930,42.370502,1312.67,,,
Kepler-375 b,288.617907,48.098416,1283.80,,,
Kepler-375 c,288.617907,48.098416,1283.80,,,
Kepler-376 b,291.607165,38.410386,948.06,,,
Kepler-376 c,291.607165,38.410386,948.06,,,
Kepler-377 b,295.422002,38.735691,843.65,,,
Kepler-377 c,295.422002,38.735691,843.65,,,
Kepler-378 b,294.948588,46.438641,152.77,,,
Kepler-378 c,294.948588,46.438641,152.77,,,
Kepler-379 b,295.701103,38.945831,747.00,,,
Kepler-379 c,295.701103,38.945831,747.00,,,
Kepler-38 b,286.830353,42.279205,1215.78,,,
Kepler-380 b,282.394616,48.759140,833.12,,,
Kepler-380 c,282.394616,48.759140,833.12,,,
Kepler-381 b,285.182787,43.831089,269.39,,,
Kepler-381 c,285.182787,43.831089,269.39,,,
Kepler-382 b,299.136166,45.869934,960.89,,,
Kepler-382 c,299.136166,45.869934,960.89,,,
Kepler-383 b,291.342584,38.363134,470.00,,,
Kepler-383 c,291.342584,38.363134,470.00,,,
Kepler-384 b,286.026112,44.782871,919.44,,,
Kepler-384 c,286.026112,44.782871,919.44,,,
Kepler-385 b,294.338483,50.336544,1493.94,,,
Kepler-385 c,294.338483,50.336544,1493.94,,,
Kepler-385 d,294.338483,50.336544,1493.94,,,
Kepler-386 b,289.858871,48.693855,904.74,,,
Kepler-386 c,289.858871,48.693855,904.74,,,
Kepler-387 b,287.798184,45.656715,819.95,,,
Kepler-387 c,287.798184,45.656715,819.95,,,
Kepler-388 b,284.828038,44.608730,611.32,,,
Kepler-388 c,284.828038,44.608730,611.32,,,
Kepler-389 b,291.960005,44.900024,835.65,,,
Kepler-389 c,291.960005,44.900024,835.65,,,
Kepler-39 b,296.960265,46.034298,1090.44,,,
Kepler-390 b,291.628777,41.208603,440.79,,,
Kepler-390 c,291.628777,41.208603,440.79,,,
Kepler-391 b,290.621815,51.057304,891.53,,,
Kepler-391 c,290.621815,51.057304,891.53,,,
Kepler-392 b,288.660765,43.368084,695.06,,,
Kepler-392 c,288.660765,43.368084,695.06,,,
Kepler-393 b,290.995257,45.192215,904.28,,,
Kepler-393 c,290.995257,45.192215,904.28,,,
Kepler-394 b,296.301953,50.672318,1091.69,,,
Kepler-394 c,296.301953,50.672318,1091.69,,,
Kepler-395 b,293.511099,45.136598,426.34,,,
Kepler-395 c,293.511099,45.136598,426.34,,,
Kepler-396 b,296.132818,48.977402,225.19,,,
Kepler-396 c,296.132818,48.977402,225.19,,,
Kepler-397 b,295.894109,42.380451,969.00,,,
Kepler-397 c,295.894109,42.380451,969.00,,,
Kepler-398 b,291.468662,40.343853,178.27,,,
Kepler-398 c,291.468662,40.343853,178.27,,,
Kepler-398 d,291.468662,40.343853,178.27,,,
Kepler-399 b,299.501738,40.670806,1362.18,,,
Kepler-399 c,299.501738,40.670806,1362.18,,,
Kepler-399 d,299.501738,40.670806,1362.18,,,
Kepler-4 b,285.615322,50.135754,550.00,,,
Kepler-40 b,296.813690,47.526608,2700.00,,,
Kepler-400 b,290.944481,40.480035,709.00,,,
Kepler-400 c,290.944481,40.480035,709.00,,,
Kepler-401 b,290.082749,50.863483,993.14,,,
Kepler-401 c,290.082749,50.863483,993.14,,,
Kepler-401 d,290.082749,50.863483,993.14,,,
Kepler-402 b,288.370225,43.354610,636.78,,,
Kepler-402 c,288.370225,43.354610,636.78,,,
Kepler-402 d,288.370225,43.354610,636.78,,,
Kepler-402 e,288.370225,43.354610,636.78,,,
Kepler-403 b,289.921461,46.744560,860.93,,,
Kepler-403 c,289.921461,46.744560,860.93,,,
Kepler-403 d,289.921461,46.744560,860.93,,,
Kepler-404 b,286.398631,45.343533,831.86,,,
Kepler-404 c,286.398631,45.343533,831.86,,,
Kepler-405 b,291.409458,38.340030,1096.92,,,
Kepler-405 c,291.409458,38.340030,1096.92,,,
Kepler-406 b,291.848044,44.968224,367.86,,,
Kepler-406 c,291.848044,44.968224,367.86,,,
Kepler-407 b,286.036347,49.614506,341.69,,,
Kepler-407 c,286.036347,49.614506,341.69,,,
Kepler-408 b,284.786175,48.423233,89.01,,,
Kepler-409 b,293.679190,46.852764,68.31,,,
Kepler-41 b,294.513229,45.981644,1128.11,,,
Kepler-410 A b,283.150698,45.139832,132.00,,,
Kepler-411 b,287.605582,49.523262,153.59,,,
Kepler-411 c,287.605582,49.523262,153.59,,,
Kepler-411 d,287.605582,49.523262,153.59,,,
Kepler-411 e,287.605582,49.523262,153.59,,,
Kepler-412 b,286.110327,43.680958,1121.32,,,
Kepler-413 b,288.510620,51.162472,868.34,,,
Kepler-414 b,297.961566,48.244362,418.44,,,
Kepler-414 c,297.961566,48.244362,418.44,,,
Kepler-415 b,293.804434,38.639131,538.39,,,
Kepler-415 c,293.804434,38.639131,538.39,,,
Kepler-416 b,291.556965,39.227287,704.76,,,
Kepler-416 c,291.556965,39.227287,704.76,,,
Kepler-417 b,293.824314,42.779705,999.47,,,
Kepler-417 c,293.824314,42.779705,999.47,,,
Kepler-418 b,294.433512,38.355450,1031.92,,,
Kepler-419 b,295.417899,51.184765,1041.31,,,
Kepler-419 c,295.417899,51.184765,1041.31,,,
Kepler-42 b,292.219033,44.619160,38.70,,,
Kepler-42 c,292.219033,44.619160,38.70,,,
Kepler-42 d,292.219033,44.619160,38.70,,,
Kepler-421 b,283.256822,45.087776,320.00,,,
Kepler-422 b,282.629656,46.323357,738.20,,,
Kepler-423 b,292.855742,46.391178,725.00,,,
Kepler-424 b,298.624890,48.577454,712.87,,,
Kepler-424 c,298.624890,48.577454,712.87,,,
Kepler-425 b,290.358009,40.567738,650.00,,,
Kepler-426 b,289.434628,49.473400,880.00,,,
Kepler-427 b,288.254580,43.704868,1100.00,,,
Kepler-428 b,290.581722,40.577400,720.00,,,
Kepler-43 b,285.240856,46.668255,1035.90,,,
Kepler-430 b,292.808636,49.579445,942.26,,,
Kepler-430 c,292.808636,49.579445,942.26,,,
Kepler-431 b,281.112335,43.227789,493.44,,,
Kepler-431 c,281.112335,43.227789,493.44,,,
Kepler-431 d,281.112335,43.227789,493.44,,,
Kepler-432 b,293.282206,48.285900,870.00,,,
Kepler-432 c,293.282206,48.285900,870.00,,,
Kepler-433 b,297.593651,40.977268,1870.00,,,
Kepler-434 b,293.586381,42.928913,1240.00,,,
Kepler-435 b,292.287328,43.197281,2070.00,,,
Kepler-436 b,301.720753,44.412063,618.00,,,
Kepler-436 c,301.720753,44.412063,618.00,,,
Kepler-437 b,297.347393,44.026947,417.00,,,
Kepler-438 b,281.645806,41.951092,145.00,,,
Kepler-439 b,280.801566,44.033994,693.00,,,
Kepler-44 b,300.102352,45.762142,1229.15,,,
Kepler-440 b,285.349952,41.452206,261.00,,,
Kepler-441 b,284.566904,49.012546,284.00,,,
Kepler-442 b,285.366589,39.280081,342.00,,,
Kepler-443 b,288.610544,49.968632,779.00,,,
Kepler-444 b,289.752289,41.634605,36.48,,,
Kepler-444 c,289.752289,41.634605,36.48,,,
Kepler-444 d,289.752289,41.634605,36.48,,,
Kepler-444 e,289.752289,41.634605,36.48,,,
Kepler-444 f,289.752289,41.634605,36.48,,,
Kepler-445 b,298.736067,46.498552,90.00,,,
Kepler-445 c,298.736067,46.498552,90.00,,,
Kepler-445 d,298.736067,46.498552,90.00,,,
Kepler-446 b,282.250207,44.921102,120.00,,,
Kepler-446 c,282.250207,44.921102,120.00,,,
Kepler-446 d,282.250207,44.921102,120.00,,,
Kepler-447 b,285.268586,48.560013,270.12,,,
Kepler-448 c,297.453731,41.010991,403.99,,,
Kepler-449 b,293.732821,41.900829,279.00,,,
Kepler-449 c,293.732821,41.900829,279.00,,,
Kepler-45 b,292.872900,41.064261,333.00,,,
Kepler-450 b,295.486509,51.013500,462.00,,,
Kepler-450 c,295.486509,51.013500,462.00,,,
Kepler-450 d,295.486509,51.013500,462.00,,,
Kepler-452 b,296.003688,44.277561,560.62,,,
Kepler-453 b,283.241297,46.378471,448.58,,,
Kepler-454 b,287.478529,38.228866,232.41,,,
Kepler-454 c,287.478529,38.228866,232.41,,,
Kepler-458 c,297.045421,46.328701,1670.88,,,
Kepler-46 b,289.268744,42.604176,794.54,,,
Kepler-46 c,289.268744,42.604176,794.54,,,
Kepler-46 d,289.268744,42.604176,794.54,,,
Kepler-460 c,288.474857,40.651357,1322.48,,,
Kepler-461 b,292.249069,46.164867,468.00,,,
Kepler-462 b,299.821155,43.814274,733.00,,,
Kepler-463 b,298.937046,44.857910,336.00,,,
Kepler-464 b,294.835173,48.982361,653.00,,,
Kepler-465 b,284.555720,46.063828,587.00,,,
Kepler-466 b,295.648711,48.495564,436.00,,,
Kepler-466 c,295.648711,48.495564,436.00,,,
Kepler-467 b,287.362816,38.649619,458.00,,,
Kepler-468 b,288.902240,49.370487,474.00,,,
Kepler-47 b,295.297916,46.920467,1055.33,,,
Kepler-47 c,295.297916,46.920467,1055.33,,,
Kepler-47 d,295.297916,46.920467,1055.33,,,
Kepler-470 b,297.009440,50.372314,989.00,,,
Kepler-471 b,299.097540,43.497593,1373.00,,,
Kepler-472 b,296.524306,39.249776,302.00,,,
Kepler-473 b,286.630094,38.945605,641.00,,,
Kepler-474 b,292.321516,43.881168,568.00,,,
Kepler-475 b,287.051707,40.211542,280.00,,,
Kepler-476 b,295.163817,43.963047,687.00,,,
Kepler-477 b,288.067594,42.355367,367.00,,,
Kepler-478 b,292.486944,46.196213,420.00,,,
Kepler-479 b,291.021852,37.769803,371.00,,,
Kepler-48 b,299.139212,40.949020,309.47,,,
Kepler-48 c,299.139212,40.949020,309.47,,,
Kepler-48 d,299.139212,40.949020,309.47,,,
Kepler-48 e,299.139212,40.949020,309.47,,,
Kepler-480 b,294.463900,49.765047,806.00,,,
Kepler-481 b,291.907032,49.262054,713.00,,,
Kepler-482 b,296.822898,48.107555,290.00,,,
Kepler-483 b,291.646758,41.884663,953.00,,,
Kepler-484 b,284.394304,46.249081,377.00,,,
Kepler-485 b,294.996313,50.470066,1173.00,,,
Kepler-486 b,284.879964,49.266994,428.00,,,
Kepler-487 b,295.287222,41.221970,835.00,,,
Kepler-487 c,295.287222,41.221970,835.00,,,
Kepler-488 b,282.966173,48.345070,1157.00,,,
Kepler-489 b,290.833158,38.184334,379.00,,,
Kepler-49 b,292.294579,40.591801,314.02,,,
Kepler-49 c,292.294579,40.591801,314.02,,,
Kepler-49 d,292.294579,40.591801,314.02,,,
Kepler-49 e,292.294579,40.591801,314.02,,,
Kepler-490 b,295.025677,46.956005,1249.00,,,
Kepler-491 b,287.130575,42.350155,657.00,,,
Kepler-492 b,295.496656,42.537888,642.00,,,
Kepler-493 b,295.307540,38.881639,1942.00,,,
Kepler-494 b,297.214089,41.664039,862.00,,,
Kepler-495 b,285.930707,39.098134,630.00,,,
Kepler-496 b,291.640896,41.241049,655.00,,,
Kepler-497 b,290.765882,38.927952,1070.00,,,
Kepler-498 b,290.358128,44.518753,746.00,,,
Kepler-499 b,295.109945,43.915207,523.00,,,
Kepler-5 b,299.407009,44.035046,923.41,,,
Kepler-50 b,288.100873,50.033718,251.91,,,
Kepler-50 c,288.100873,50.033718,251.91,,,
Kepler-500 b,295.951366,43.852051,747.00,,,
Kepler-501 b,297.201554,41.730206,1044.00,,,
Kepler-502 b,291.080130,43.860203,1433.00,,,
Kepler-504 b,284.921843,45.972398,75.00,,,
Kepler-505 b,287.858119,42.542629,222.00,,,
Kepler-506 b,284.635187,40.719832,231.00,,,
Kepler-507 b,297.018834,50.408981,410.00,,,
Kepler-508 b,295.404350,42.981423,325.00,,,
Kepler-509 b,289.664398,48.706207,339.00,,,
Kepler-51 b,296.479776,49.937683,801.76,,,
Kepler-51 c,296.479776,49.937683,801.76,,,
Kepler-51 d,296.479776,49.937683,801.76,,,
Kepler-510 b,287.655008,39.244280,378.00,,,
Kepler-511 b,282.945693,47.574875,448.00,,,
Kepler-512 b,298.268960,48.916740,531.00,,,
Kepler-513 b,285.041686,50.075375,467.00,,,
Kepler-514 b,286.247188,50.242409,489.00,,,
Kepler-515 b,290.493913,52.055611,255.00,,,
Kepler-516 b,295.608779,38.735736,777.00,,,
Kepler-517 b,293.675335,41.295348,284.00,,,
Kepler-518 b,287.089972,41.373873,324.00,,,
Kepler-519 b,299.319538,41.384647,234.00,,,
Kepler-52 b,286.738033,49.975750,324.54,,,
Kepler-52 c,286.738033,49.975750,324.54,,,
Kepler-52 d,286.738033,49.975750,324.54,,,
Kepler-520 b,293.180322,41.617763,492.00,,,
Kepler-520 c,293.180322,41.617763,492.00,,,
Kepler-521 b,298.816376,43.998039,737.00,,,
Kepler-522 b,288.153996,44.068821,749.00,,,
Kepler-523 b,284.061130,45.506855,270.00,,,
Kepler-524 b,296.859217,49.162048,730.00,,,
Kepler-524 c,296.859217,49.162048,730.00,,,
Kepler-525 b,296.183433,47.358761,566.00,,,
Kepler-526 b,297.650933,47.396294,504.00,,,
